domain,is_dga
htmswxfnpep.info,1
ogigekwcasycmamk.org,1
woosx.com,0
wxwxxavjwyoo.ru,1
ddirqxhnipmv.com,1
qfgwfigphxst.org,1
btbbt.cc,0
deamimom.ru,1
abook.ws,0
bnkloniwmpru.com,1
piruzzybnpo.cc,1
iuehfihklmlg.com,1
gangqinpu.com,0
bishopmuseum.org,0
puxguhat.ru,1
healtheo360.com,0
gugjanbe.ru,1
strathmore.org,0
uouemqomiqwuccyg.org,1
pcxvgpgcrvct.co.uk,1
gsonpkasfkrunhw.org,1
mobileapptracking.com,0
firstporntubes.com,0
kycamqowswskyekk.org,1
jeojuxvu.ru,1
nirgodat.ru,1
tupsuxso.ru,1
zenbanx.com,0
hosrubrrjyqm.com,1
kikeofup.ru,1
mokadafl.ru,1
jcdstbjmyfkt.com,1
bedlkxwcxlpm.com,1
wancowoz.ru,1
realestatemarketingblog.org,0
lppfqrclmngd.com,1
jjjhlltv.info,1
omxjvqvafaesjea.biz,1
dcrqqtsvcdfy.com,1
rxyxoeubcjynei.net,1
jlavd.net,1
bloodshotrecords.com,0
supremepatriot.com,0
rewicxux.ru,1
managementcenter.org,0
xxxqqehecbrucw.biz,1
fixya.com,0
iyphxklp.org,1
uadaqsylyek.cn,1
formasp.jp,0
xokvinuc.ru,1
bchebckwrqto.com,1
gmgauuciikgqcauu.org,1
buhuxbok.ru,1
gnkkdpcslkji.com,1
yiufr.info,1
getmyuni.com,0
yqxibiogbypp.net,1
iheemjniqrmq.com,1
hfdlafarlumpru.biz,1
jdcdefnjklib.com,1
qeaxirpi.ru,1
rockby.net,0
whiteink.kr,0
losglaciares.com,0
htpmmqllxgxq.com,1
gcnhu.com,0
llli.org,0
qgkmwcocmugoumai.org,1
ciwiyeggywgsoyce.org,1
vervemails.com,0
nvuvbyodyqsu.net,1
znakomstva-neznakomka.ru,0
fbbjtlcyqgpsbia.info,1
hometechnetworkbd.com,0
qotsa.com,0
amwfftfpnqvsf.org,1
swvxdxiijjfj.com,1
uowssaymeqqqoikw.org,1
iltafano.typepad.com,0
edeqnfidwven.com,1
dhhlqjkdhgdw.com,1
elisheva.ru,0
jetcsvqchtij.com,1
qifuxjih.ru,1
stjqyworug.biz,1
ayemulfkbkqbs.info,1
palyazatfigyelo.info,0
cbcogwhqifgt.com,1
axwaajswffko.co.uk,1
ltxwfjnulngh.com,1
sexm7arm.wordpress.com,0
owgqhvfvhxix.com,1
bhrvpylatz.org,1
wvozqfsl.ws,1
rwethereyetmom.com,0
qoqgacir.ru,1
geocult.ru,0
cilihupa.ru,1
iumgywwmeamcweyk.org,1
hpidpfhxtxbla.com,1
bokwupli.ru,1
jmfgkjrvqjei.com,1
ogigswwocseyeiok.org,1
sjouvvwfapuoy.info,1
kegoc.kz,0
kirdiseo.ru,1
kitaplikkedisi.com,0
betebet.com,0
coachnewzealand.com,0
gtbgigrndqyo.biz,1
iuigogmuusemeocm.org,1
vkclqauhheom.info,1
qlcvdpisptide.info,1
walkspb.ru,0
ykobf.com,1
himgtqnzcf.info,1
pianinoty.com,0
yamyukaaoukisceu.org,1
tadano.co.jp,0
buechereule.de,0
gfqycpetyu.biz,1
maritimejobs.org,0
lprisdyvgedgrpn.com,1
galijsmaximoxv.co.uk,1
lifestyleclotheslines.com.au,0
fzaadhj.cc,1
uacrebixwjvi.co.uk,1
ogiusmoewqauoimi.org,1
bnnnskhiqely.com,1
eqhycregeo.net,1
ogccuooqeqwqawma.org,1
jvsqptjlkaqaoxs.info,1
cidos.edu.my,0
uudewtkjxrhmwy.ru,1
zussmywue.org,1
essentracomponents.de,0
jmlswrfytdsm.com,1
fabecirs.ru,1
ngpqrsgkbqqo.com,1
map.co.id,0
loudupload.net,0
supertatie.com,0
lomography.es,0
sklep1556588.home.pl,0
ysfequymn.info,1
skiqekycaysmqyue.org,1
kyeewoqmaymusmmu.org,1
jeobujei.ru,1
kkxoujbrbbcd.com,1
fybkdapi.com,1
emkmyocyawqoiwuk.org,1
kykkuuukqaokmwcm.org,1
gakacstbo.info,1
cbgsnmpmkowk.com,1
rowoqvat.ru,1
qenthqyuwshqoeh.ru,1
locogringo.com,0
onjweb.com,0
ratqowep.ru,1
ohilkblonxwr.com,1
fvymbyyemn.cc,1
ulyskibamkquegv.biz,1
oportunidadesdetrabalho.com,0
soieaesmcwwgewue.org,1
yellow-pages.me,0
dafi.ua,0
lhefcclcgdww.com,1
all-billboards.ru,0
wsqcqmoigaekqouc.org,1
lcydblbmprio.net,1
njztjgfrwlb.org,1
cikacseguwakumgs.org,1
dspugudxypj.net,1
5koleso-bmw.ru,0
okwscxbvgdalwie.com,1
huichuanjj.tmall.com,0
cunopeib.ru,1
ruwjmpelrrcw.biz,1
gqmqesgoaqugwcgo.org,1
piratebay.se,0
uomuqiwskaimqwyw.org,1
bbgctuumbgxw.com,1
ffh.de,0
thedailycity.com,0
kidsklik.com,0
buvimozt.ru,1
uuybktvrb.cc,1
gcddkbpnilmj.com,1
byddkquw.biz,1
gbqdtsgivvbqk.biz,1
atmostation.gr,0
tdddgntljjacddm.ru,1
photo-pack-pwd.net,0
urlgrdneohcyb.org,1
wicjupca.ru,1
yaxvathugo.org,1
gngdlkofvjby.com,1
fumibnckwtuhjnq.info,1
btokiiopiywum.info,1
thebranfordgroup.com,0
gewinne-dein-auto.de,0
dancingdeer.com,0
chaponashr.ir,0
jtrnabbyuwgdjj.net,1
credit-agricole.ua,0
vsemsayt.net,0
eibxevyhxcwd.com,1
gnveyldonedc.com,1
owxulmhk.cn,1
mocafxeo.ru,1
ukfad.info,1
red-sweater.com,0
bidktsquxkgc.com,1
mafvijoz.ru,1
toyotaclubitalia.it,0
uswsskqyicckqoyw.org,1
aeqaooogeiguymmk.org,1
updatestar.com,0
runtheday.com,0
chpivt.info,1
jpieievggigovc.com,1
dtxhkommexcx.com,1
sepay.nl,0
coloringhub.com,0
lzjxnlsw.ws,1
cikibnlvwatu.org,1
animalcity.gr,0
qkyugiwqocmiqsqi.org,1
gswan.gov.in,0
dhimkfgjjopk.com,1
igrpsdip.org,1
ddtvihxxvfib.com,1
groupon.co.id,0
dailysecrets.co.uk,0
learningnetwork.biz,0
jozbagir.ru,1
mcqdfxdyxeluijh.net,1
hhyjnqoshhx.org,1
ifvstplwelohfr.org,1
vetnpetdirect.com.au,0
lionsgatepublicity.com,0
uoaeayeiewmaagui.org,1
adbjkvmdvgumqsn.co.uk,1
iuyeceokmawsqosw.org,1
lxurruintvhjyw.net,1
veipeiqi.ru,1
hawicocu.ru,1
fmdcgdceuvhs.com,1
rexuept.cn,0
cieskgoiuyousgeo.org,1
iihggpmfccqj.com,1
qowqhxaweocc.com,1
jgpxifuufklg.com,1
swing-trade-stocks.com,0
lilnakok.ru,1
vitadock.com,0
xdpxzm.info,1
dorobats.ru,1
jssexcv.org,1
rirgicge.ru,1
kueohmpsbwg.ws,1
canifa.com,0
i-vengo.com,0
lpteudlkbbkk.com,1
ddcgjisktdxr.com,1
mayastudios.com,0
tabletennisdaily.co.uk,0
mykseqiucycugmoq.org,1
emsycikkyscigkya.org,1
gqewoigacwuemaca.org,1
emagysmwgsuemmgc.org,1
vollstreckungsportal.de,0
cxkastbuemgg.com,1
ebgpxwxeduui.com,1
dialxs.com,0
suryaa.com,0
wwkokiqmscmwiowk.org,1
myfoodbook.com.au,0
yagykccugmyukiue.org,1
djarum.com,0
qgwqeysywgeiuysm.org,1
psfpnjhagh.biz,1
obuvka.net.ua,0
tqxbvmejp.ws,1
yaakugyyagqmqeyg.org,1
xfewqgjghtpksb.com,1
fupcoqvi.ru,1
freeinvaders.org,0
uxods.ws,1
viis.lv,0
afvqxbhdeekd.biz,1
kdl.to,0
ocgceyuumaseqiec.org,1
ycwphmfronrbvr.net,1
afnsuuuvhqql.info,1
qgyeekwewwqomics.org,1
themercyseller.com,0
plmqcixuxnhtipn.ru,1
chasovnik-bg.com,0
owwnuucsvnog.com,1
tghrcaoiupeg.info,1
kyqwescsywgyssca.org,1
tanita-romario.ua,0
pseporxqzj.org,1
qxmcrf.ws,1
nirceona.ru,1
ffhgsnqmck.info,1
jeffreydachmd.com,0
yasuamaememkuoiu.org,1
hppedtbgjghf.com,1
burpy.com,0
freekaamal.net,0
eiemgkqgswsgwgec.org,1
rmp.gov.my,0
mdyxcagz.org,1
wqinbvsgy.com,1
qkciqcegyekqaaag.org,1
ldiubjglohp.com,1
tehohoco.ru,1
robumicr.ru,1
wpbookingcalendar.com,0
ebcguumxvhfhdnu.org,1
siteportal.com.au,0
fcjodohmoxsjy.co.uk,1
metricon.com.au,0
miraargentina.com,0
mediamiser.com,0
drawdoo.com,0
free4softwareupdate.com,0
changeofpace.com,0
vcwhcgbomxrv.co.uk,1
kungx.cc,1
aaqogoqsaqsmakwg.org,1
cartopi.jp,0
gkondyxgiqyu.com,1
yabadu.ru,0
hqqqhvveuubj.com,1
xugifilh.ru,1
tracuudoanhnghiep.net,0
unyjljrmgmayl.com,1
pqedddw.biz,1
lokbuxvi.ru,1
nvvvfwibspef.com,1
riblxcqokmvawr.org,1
qeonuwoq.ru,1
rihkayvolcuuif.ru,1
dlyzgwtd.cc,1
cwrrwshw.net,1
ashpaziha.com,0
vunoktoq.ru,1
ofunprbh.com,1
fixride.com,0
kia.com.co,0
gupkidug.ru,1
onipwlgffgfn.com,1
iutcwdejjgsr.com,1
iicffnkjzp.org,1
eqarkzsdy.org,1
google.biz.pk,0
uskeywsekwsusuum.org,1
tegxqfkqycfl.com,1
wklbpllajiojpb.info,1
vliiymtlwaslmhw.org,1
cubic.com,0
myggcakimoecsyic.org,1
bgokykdthcrq.com,1
lttduzqfent.cc,1
wwgqmwiqmaewwmig.org,1
ouworjeommeq.co.uk,1
smqioerhfxrncq.ru,1
qoqceike.ru,1
stroitelnsk.ru,0
ruxviqaf.ru,1
tanglikes.net,0
vwclub.bg,0
luxwutir.ru,1
dknbcwmdcajgo.net,1
mymayigiooiemuuk.org,1
people-metrics.com,0
zonedriverprinter.blogspot.com,0
pomtoqlqnnycwfh.info,1
missyuan.net,0
usywuiuwgoigkiug.org,1
kbgpxnfssrwx.com,1
gmaasaqsigkgcymg.org,1
vihjepaikka.com,0
qqiaiwyuasbu.com,1
fhmnpn.com,1
interconcepto.com,0
playbigames.com,0
gowunani.ru,1
lhgsoookdlcg.com,1
hseplckvjbekr.biz,1
ogomumuqyqggcsey.org,1
flexaworld.de,0
uwnuduxskqgp.info,1
rgldtxbf.info,1
nenwgqcmcklt.com,1
gabonsante.com,0
2tech.me,0
rodmail.net,0
hbubtgdvpuy.ws,1
easy-myalcon.com,0
cywkj.info,1
trackserv.ru,0
edigital.sk,0
incaltamintedame.ro,0
sksgwgieqyumkiie.org,1
bildung-mv.de,0
occbkdpyyxwn.com,1
oscvfcjbffwn.com,1
ebedyscbedhh.com,1
plusone.com,0
manualsdir.eu,0
cafdowoq.ru,1
vytobkrc.biz,1
berenice.net,0
soemsgquosgoicgg.org,1
ghcjiuhhmngk.com,1
kuayeeaoemosmiau.org,1
kasmirhali.com,0
bctccfypsche.com,1
oxyskspg.org,1
amrexca.cn,1
bannernow.com,0
bnanoc.net,1
cixugnuk.ru,1
banmoqpa.ru,1
chomreang.com,0
dedetrutoslq.com,1
jeffbank.com,0
osvqfoxkienm.com,1
ieogvsgy.cc,1
suc.xxx,0
exabanque.com,0
gmkkqogskiuwemgw.org,1
smsaero.ru,0
ywiyoiogcwouqemg.org,1
wrjkhclespdq.com,1
yalecommercial.com,0
mahooq.com,0
dcjilkscroyb.com,1
ogxbeauty.com,0
nshmbamobile.com,0
growfzkxc.net,1
ghhxypxqfgtm.com,1
mcywqcocemqayois.org,1
ingyenporno.info,0
leirirjo.ru,1
iqoiugggcgsoqquc.org,1
qgasaaasocecuawc.org,1
iranlms.ir,0
gfbgbxepppps.com,1
bkhedmuulscu.com,1
bestattung-roithner.at,0
bilgisayaci.org,0
irgc.fr,0
meoneoki.ru,1
fozhugse.ru,1
zovrpxq.ws,1
lejghuckkkpw.com,1
rilpunir.ru,1
ehxgqvx.biz,1
ceosilea.ru,1
qgqusykcousqwoai.org,1
xtptdpqdwfvf.com,1
gclikdgb.biz,1
aakcauswaciesmow.org,1
dfygcwra.com,1
avrfwkhbvlhnjr.co.uk,1
swlwd.net,1
movimientosalud.social,0
internetdreamz.com,0
xnxxeg.com,0
gb2-wiki.net,0
batnafju.ru,1
ceojicdi.ru,1
llksvolmeduo.com,1
dugcorok.ru,1
rdtocpuahigp.ru,1
efwsxhffktpp.com,1
kdefhibwbfth.com,1
gametasik.com,0
topemaildata.com,0
ytn.news,0
cudircip.ru,1
oljnoueirlriy.org,1
jdyiudnduvkfu.ru,1
embelis.com,0
xycvdsaqohqn.biz,1
uhesylhufichww.co.uk,1
kpiitaworvsay.net,1
myygeiaayagckwwi.org,1
hepvbvsabw.biz,1
ihvyqshadekqqm.com,1
pjtool.com,0
thornleyfallis.com,0
lsripkiiqejy.com,1
statkart.no,0
seogocan.ru,1
gqgwmsuieaaoisga.org,1
ctjovxqbilrsoc.biz,1
eikgwuqmoskiwcuu.org,1
howhdlmhhbmf.com,1
ghpwihiutkwg.com,1
urkioj.cc,1
dccfmdueiqrm.com,1
uvjqdycdulbisj.com,1
bggpsdyslanikt.ru,1
wnfqewiuihvn.ru,1
eedjjefsqtby.com,1
mycumisqmmweqwaa.org,1
ykmnxwokvfpebk.info,1
rc-champ.co.jp,0
gtlonjygnrmuj.com,1
hcbptsrsbcon.com,1
ywewayamcayyaaig.org,1
rmcreccrbtspjw.biz,1
arudwsjggfwd.co.uk,1
xgcewdjpmnfxkq.org,1
sowkoaoyweumwwcw.org,1
ogoiwioakqeyeyee.org,1
tjiswmdkqylfews.biz,1
wesupxiv.ru,1
xporno.me,0
ixeldevcoibvys.info,1
abrites.com,0
zpvtojnq.biz,1
91huayi.com,0
hkcqahxjwka.net,1
cesoweaakgasckkq.org,1
fjhquhpycevuee.info,1
souqzone.com,0
aacmewooqosuougy.org,1
kueskgeissyamccc.org,1
cbhlghijyxlk.com,1
iuewoyiykeaykqgg.org,1
ejmliiucsefi.com,1
stlfmouhojxa.net,1
39kf.com,0
portalgoal.com,0
gduotrcijqum.com,1
eiqciqyosyayowwq.org,1
lozhunok.ru,1
dubaitravelator.com,0
fiveonug.ru,1
micealei.ru,1
wrggbm.net,1
jvmxoajttctjqoh.ru,1
ttckpumxdmo.cn,1
phpstorm-themes.com,0
twominenglish.com,0
yxzsvgxvloj.org,1
qsfobvc.com,1
qjccmjluil.cc,1
yuniti.com,0
sitecatcher.net,0
teleclubitalia.it,0
mlkkqaip.net,1
pfyiixhtpdf.cc,1
teadoxit.ru,1
zkpyjrln.cc,1
jvcceelgdruril.ru,1
sognandolondra.com,0
uloarxconcrkbml.com,1
ogiqygosmqqoyywc.org,1
md55.com,0
hicaflik.ru,1
qancwhcpqkjla.ru,1
dafqilor.ru,1
kirquwic.ru,1
classificadosd.com.br,0
uosaoeywmwsyewew.org,1
kiveawea.ru,1
wordfence.com,0
incadea.com,0
gihieplkak.org,1
ociaekcuwwsccess.org,1
yozucm.com,1
marifethaber.com,0
qkkqusoksgwaqegw.org,1
doinikbarta.com,0
newhaven.edu,0
clubgta.com,0
swebdeveloper.com,0
ocsyakqkycayiucs.org,1
soieoaqcuomkakco.org,1
ajaxload.info,0
wsqoamiuoquckcqg.org,1
cartoonporncartoon.com,0
iqaemggeiaauacyq.org,1
emaillistverify.com,0
gop.edu.tr,0
iqicysiamcyemmki.org,1
dnreensvufol.com,1
mnqhdmqgxgjhyd.org,1
hblgsrpdcowd.com,1
jghefvftmlij.com,1
kqdyhxlrgofuvo.co.uk,1
ictfphzt.biz,1
trisports.jp,0
qknfyqhbrjpu.ru,1
edkvipgtbddg.com,1
chuangmeidao.com.cn,0
simmons.edu,0
jeafojeo.ru,1
culturgest.pt,0
hkiwsfjcgckesu.com,1
jvnrkhipejsp.com,1
nhkmorfxxydua.ru,1
sns104.com,0
kuqcueoyuwqsceuu.org,1
women-outfits.com,0
nwhyezy.ws,1
yaycoqisuaucusus.org,1
rkixsayaq.biz,1
bhebkfftriic.com,1
chadrad.com,0
dchuiqwwntem.com,1
aaina7.com,0
nbedihequcydl.org,1
gowallet.com,0
iehyuufhkjje.com,1
vuxbanpe.ru,1
planetajoy.com,0
trainperformance.com,0
vamimogi.ru,1
tdseudgr.cn,1
fvkhoqmdunehxq.net,1
promocaoshibata.com.br,0
wsqiqmqucyokmamy.org,1
leylailemecnunforum.com,0
cbfiovgfeodd.com,1
kkebsofnocni.com,1
kililnea.ru,1
dwjxtmfvlnutqn.info,1
neaheiva.ru,1
gqoqqwqomgegkquu.org,1
aeeygcusoqymcqsm.org,1
gplpt.ws,1
uogqwemgemowqysq.org,1
ffxwqhacgigydry.net,1
cxnbmsjjfhdlcyt.net,1
cegdtdhkjihc.com,1
husapuxb.ru,1
lozficgi.ru,1
jdgtirrpe.ws,1
jefebdckjjxc.com,1
jbbibgtrmeum.com,1
hkfejkhmmmmn.com,1
uvoice.ru,0
hfgjvja.cc,1
onkwltbnotxk.com,1
gkhuqpr.net,1
isca.in,0
qkcosmioqiasykow.org,1
wwceymemswkiaaci.org,1
cyber-park.ru,0
okakuro.org,0
kkkovvgwwgcb.com,1
gbbpmropofcc.com,1
uoxogrtythkmyjc.net,1
sofree.cc,0
aasdlhve.cc,1
members-pages.net,0
nzrzlexf.org,1
cdknnypkjkve.com,1
lilceise.ru,1
xxxspankwire.space,0
foto-leistenschneider.de,0
solar.com.pl,0
musicir.ml,0
yjxym.net,1
ebxswaklqssslyq.co.uk,1
sanidadysalud.com,0
skwiceciieoucsoc.org,1
spartoo.se,0
qgmeewmeiwoaemgm.org,1
aecwwqmwooowgmso.org,1
cbdgfnbsjeyk.com,1
enrqwosrbllk.com,1
dgspmjndlfvut.ru,1
fzbdhmee.biz,1
dchqmqvmlsrq.com,1
bbefvddyedqx.com,1
ciwquqiykssaqgiq.org,1
olimptds.com,0
filduteo.ru,1
wfgouqfetfnicg.co.uk,1
gacicneo.ru,1
sideodat.ru,1
bahnauskunft.net,0
cdcvweenujnwm.biz,1
49358.com,0
vxlhclufrufxu.co.uk,1
ceiiicayqaiukoiq.org,1
xgnyelpurctc.org,1
bcfekpunogoo.com,1
tugxafki.ru,1
dirheoda.ru,1
adurolabs.com,0
rtjehnevrbexq.biz,1
thinkful.com,0
xokqanac.ru,1
torrotelectric.com,0
firjm.biz,1
petexec.net,0
vjryd.ws,1
bulksmsindia.mobi,0
2015yoursurveys.com,0
ebnejewhpxot.com,1
mmdchirwtije.com,1
jnswenyevhncj.com,1
qirqirta.ru,1
aujvuikryvyt.biz,1
knkehrkootgi.com,1
lqximunggrdv.com,1
totalbb.net.tw,0
netfolder.in,0
kyukywkquqcioqom.org,1
nagxloaqvh.cn,1
defnxxmjgnum.com,1
wealthtrade.biz,0
kpfnnz.com,1
beritapanaz.com,0
rcmzbsjbml.com,1
chr.ae,0
thesackrace.com,0
nawbdipwqsg.biz,1
videosxxx.red,0
gmkomgwyimyywses.org,1
pornslug.com,0
pluginsworld.com,0
kibouuiqvxqy.com,1
yaucusgcewikasae.org,1
beisobil.ru,1
auvwrj.biz,1
retroterest.com,0
kkoqhhsojgdt.com,1
eurobank.rs,0
ratessite.com,0
nvx.com,0
ncbxwsxckchqps.co.uk,1
frenchtorrentdb.com,0
giveawayscout.com,0
moznidoq.ru,1
woqjeipu.ru,1
csbxngjulxms.com,1
mywyquygscwyqwkw.org,1
qkqqwoiqumyywcyc.org,1
qkqiaigequumwiic.org,1
acres-wild.com,0
krjjdkteeerr.com,1
juxcicxa.ru,1
tasmaniantiger.info,0
olbg.com,0
vessel.com,0
chvydwrt.ws,1
emtempopress.com.br,0
ijvmmlkrctgg.com,1
digitalarti.com,0
majeafip.ru,1
nobnvejgggpg.com,1
nshcoa.com,0
cauvxpfklbqitta.org,1
easybranches.pro,0
etherunnernews.com,0
cqqdfnjttonijqm.ru,1
vacad.ru,0
ffbymsrlpmxjjq.org,1
vector.co.jp,0
cvwcb.biz,1
asecurecart.net,0
fcgijwmncmhpr.net,1
wsusauicciyiokim.org,1
venumfight.com,0
mstream.com.ua,0
serverhub.com,0
rirfoqim.ru,1
stanley-pmi.com,0
yvqhp.cc,1
playboundless.com,0
hapatsat.ru,1
fovilxok.ru,1
edcwxwgnillw.com,1
adetasyapi.com,0
veavaluf.ru,1
yaeoceaqekskgwmw.org,1
rkpjmuunaptr.org,1
ckjelmmysops.com,1
amvrosia.gr,0
tehnocentr.ru,0
willisisd.org,0
lvlxifomtas.cc,1
dk1024.org,0
sundekor.ru,0
rdtfneqnniok.org,1
natunsomoy.tv,0
ndeywrixhgiplr.com,1
gmuyikusigeessuy.org,1
silvermen.org,0
mytaskhelper.ru,0
qbpwcyp.ws,1
bioshop.gr,0
valentinesdayquotes.org,0
uogiucgkkeoesiai.org,1
silverdaddies-videos.com,0
jilppuvqhscc.com,1
bcpqltuijjqm.com,1
lamore.com.ng,0
mupteake.ru,1
btjunkie.net,0
confluence.cn,0
eranet.com,0
ibtcukwhtamviid.info,1
kuemwkuogysqmucg.org,1
emqsyqsccecyugwi.org,1
gwfgpmjptt.ws,1
epvftxwimpa.org,1
caffopan.ru,1
qyxipxwyemkhhfe.info,1
fila.co.kr,0
yourfuturefood.com,0
solomon.com.vn,0
mfcbvsdeucipx.ru,1
materialdeapicultura.com,0
cupoworld.in,0
getan.at,0
youleku.tmall.com,0
cbjzcevfc.ws,1
skowqcewsoswqoyq.org,1
hkdhkjbrwhxf.com,1
hackpedia.com.br,0
fakirbek.ru,1
bahmanemployment.com,0
ciikqyewceycmeaq.org,1
roafebbbdbm.biz,1
srrbuuuyults.com,1
vuxtaflo.ru,1
wowtut.ru,0
aeykyysaowagiqug.org,1
kywggowkcauyqwwm.org,1
nftqyjrgvpyc.biz,1
craftynectar.com,0
qgkgsaeesuueeqam.org,1
ghpwwpbbuttc.com,1
laketown-outlet.jp,0
genechem.com.cn,0
spiritualjourneys.com,0
countryrebel.com,0
serialstut.ru,0
harokril.ru,1
jdcdqxnqxgwi.com,1
aecckiqcekswmmsi.org,1
yamuwkiiwuwmamyi.org,1
firstmemes.com,0
ggnkjwljkttt.com,1
hobozxaf.ru,1
oxbbtkrogmax.org,1
gicsozju.ru,1
toidipeparoxf.net,1
compareimports.com,0
misslemonade.pl,0
qxxdxtbfsm.cc,1
qkkkoyyqgqmoesie.org,1
ninjjeiuooucblo.ru,1
synchronkartei.de,0
cieoiwooigcaisyc.org,1
fwtyseoc.ws,1
kuaaeyuwuykacayg.org,1
dmvsdekdurw.biz,1
kpmg.com.cn,0
omqbkviiwytsaib.net,1
myegiuisaykoeiqs.org,1
llpwsgvqxonm.com,1
gosridhifcon.com,1
sozjuphe.ru,1
wsesayuqksuqauwm.org,1
mukeinaf.ru,1
design-services-online.com,0
faktor.bg,0
fifaplanet.de,0
wwucuykaeucyggmw.org,1
teoremadepitagoras.info,0
santur.ru,0
mcowepif.org,1
qeoreolo.ru,1
funding21.com,0
tfrinrwbfobas.org,1
hhdcbedtkkll.com,1
dhhnnvvwoobv.com,1
inkprime.eu,0
nmlebkvhfedg.com,1
boztoqwi.ru,1
qn.vc,0
jp2share.com,0
wikiyeah.com,0
mywotyngfqdlwv.net,1
farmaconde.com.br,0
meteociel.fr,0
file-gator.com,0
planmy.travel,0
mbgxglmvkhgm.com,1
vukpyjjmxashvix.info,1
laufccfenmr.ws,1
kfdgfetruqiv.com,1
yahpulfkacuf.org,1
nfmncrrp.net,1
theresidence.co.za,0
ajpwkqysa.ws,1
qkwgswekugoeiwwc.org,1
dziejesie.pl,0
ixitta.com,0
dgpcobni.com,1
keigaluv.ru,1
wtmyltgal.com,1
drjenbfgpinb.com,1
skgsskiigqsoauqa.org,1
3danji.com,0
mz5.ru,0
yaayikkwkmuoaaia.org,1
eilpvvrqplvd.com,1
wkhwprdicyim.co.uk,1
kiwi-musume.com,0
dvkkifxvccvd.biz,1
clinicaltrialsregister.eu,0
techedu.gov.bd,0
doterratools.com,0
jxlgv.biz,1
ciccsqwycukaggqq.org,1
bfjinnsvbbox.com,1
fcrxmfvz.info,1
aeonsportsclub.jp,0
yuanxi.date,0
tefpay.com,0
boldwamctxwr.info,1
nuush.az,0
gmcakgakikiwissy.org,1
peibilci.ru,1
jwspeaker.com,0
cfcdijjogbij.com,1
eiowkkymcsoqscwk.org,1
koodkloncjku.com,1
pprune.org,0
whtkavsb.biz,1
gqwuiimsmqmucgsm.org,1
brgppkakbpe.net,1
iukqaigyiumwqkak.org,1
consumerwebsurveys.com,0
dcnuenylptdl.com,1
kugfifei.ru,1
pqsscnajwvoua.com,1
uawjattdkkuct.com,1
vimauigxtz.biz,1
ttonklwcdvel.com,1
sunriseschool.in,0
glamozone.com,0
startuponly.com,0
vjfyaowwe.cc,1
hhebctegxurq.com,1
gdedkjvrjuto.com,1
resurs-media.ru,0
aliceblueindia.com,0
mybrightfirefly.com,0
g-plasy.cz,0
libiveir.ru,1
batruqaf.ru,1
skkmmqwgecmqocmc.org,1
subschet.ru,0
clivern.com,0
qzkbtyed.net,1
tlerecz.info,1
topadvert.ru,0
swnwddllwhyu.com,1
vuzoa.cn,1
pxitgcjh.info,1
qwuudj.cn,1
kkocrtqgopkb.com,1
pxdierwfjrapa.ru,1
oiegprfdyxvyigh.ru,1
fanxoqwu.ru,1
freeccnaworkbook.com,0
policlinicovittorioemanuele.it,0
somanyceramics.com,0
gqswiyywekiuewme.org,1
voteurl.com,0
limonadier.net,0
nsproducts.com,0
tupnucic.ru,1
ebiqrwodgfih.com,1
vgqxbtgipil.biz,1
ahmkbalcpq.net,1
codengo.com,0
azcimjzp.biz,1
nvzmcsqw.ws,1
sdullethtlubids.co.uk,1
pokergoodbeat.com,0
dtxmwluuiils.com,1
dcnnvjqngurk.co.uk,1
hyper-industri.ru,0
gujbammfgjmqt.net,1
iuugkokscasgagaw.org,1
irsport24.com,0
speedtrader.com,0
lswvedggotps.com,1
fuxheiki.ru,1
uncome.it,0
kkovvehcpcsi.com,1
hogafnaf.ru,1
kuaidiwo.cn,0
fovokkoc.ru,1
amandascookin.com,0
qgwmumkmawasekwo.org,1
opwthrknqmmcln.ru,1
kjoxggbwliji.com,1
ulanka.com,0
szftedu.cn,0
jidoushazei.info,0
cecentertainment.com,0
mhsinwbcdgnplj.org,1
xtxcyau.biz,1
myempsol.it,0
tmiyomnejkiix.co.uk,1
bigboyscooters.co.za,0
xtkbtjk.info,1
ceeamikuigesauou.org,1
pcsutbj.biz,1
adspynet.com,0
ogugmskyswgkgyka.org,1
draminski.com,0
comicbuster.jp,0
twntdo.biz,1
hvhfiydcxvl.cc,1
llltkldtijsp.com,1
tuqosohe.org,1
jdgopdcujopk.com,1
qawiheaq.ru,1
libertaddigital.com,0
uoamkiiqiwgayckq.org,1
gkhwjyxvjfbn.com,1
doexfeb.biz,1
xbdlubeurwog.com,1
suspendedlws.tk,0
lxonrq.org,1
tururiki.ru,1
ogeaukayqqeyiwwe.org,1
ratjozko.ru,1
indigenouspeople.net,0
housetagram.com,0
puigoitglyyte.org,1
exfmhovwmnwn.net,1
sipynvpu.net,1
bedbeccbeppk.com,1
dietabaiamonte.info,0
wsocisoauqiuaamg.org,1
qvrstxrkxtmp.com,1
rencons.com,0
ceiugucoewckkwye.org,1
iufttiuldkbj.com,1
feyyaz.org,0
newside.gr,0
lensasex.com,0
kyemqmasayekemym.org,1
awufiattkabd.net,1
blogdotiaolucena.com,0
xpkyjky.info,1
earn1sec.ir,0
mankaseo.ru,1
mbsohoajesgpa.ru,1
gottensikisizle.com,0
hookueukhyvc.com,1
tzvtrrjhpm.cc,1
kfyhbcbl.cc,1
ckjfb.org,1
